ID;Art;From;To;Length;Source;Target;ToblerSum;Weight
557559;water;NULL;NULL;59712;8990;12084;3580.800482;8.378014958
557561;water;NULL;NULL;3341;4309;9720;199.6187432;150.2864888
557563;water;NULL;NULL;616;9720;4310;36.87007721;813.6679462
557565;land;NULL;NULL;44;9587;9451;2.631113268;3800.67256
557567;land;NULL;NULL;2356;4484;771;144.7592518;69.08021335
557569;land;NULL;NULL;545;7680;9600;32.47960509;307.8855168
557571;land;NULL;NULL;1083;9321;6496;66.06865334;151.3577089
557573;land;NULL;NULL;4326;9217;9212;260.9202795;38.32588259
557575;land;NULL;NULL;7772;782;1116;466.4964133;21.43639204
557577;land;NULL;NULL;3327;9738;8240;199.1805881;50.20569572
557579;land;NULL;NULL;1763;9739;9863;105.5171927;94.77128552
557581;land;NULL;NULL;1213;1403;9741;72.42036119;138.0827137
557583;water;NULL;NULL;22699;7419;4309;1355.493159;22.13216629
557585;water;NULL;NULL;10080;9451;9742;601.4651735;49.87819964
557587;water;NULL;NULL;35521;2036;9742;2127.014874;14.10427373
557589;ferry;NULL;NULL;2246;1460;9744;134.2645572;223.4394589
557591;land;NULL;NULL;488;9744;5905;29.1984113;342.4843871
557593;land;NULL;NULL;343;1790;9182;20.45068138;488.9812624
557595;land;NULL;NULL;599;869;9747;36.07355714;277.2113646
557597;land;NULL;NULL;7911;8498;3068;473.6278035;21.11362535
557599;land;NULL;NULL;1975;9770;9769;117.9149127;84.80691515
557601;land;NULL;NULL;534;9769;9207;31.88790782;313.5984981
557603;land;NULL;NULL;9361;9769;9773;558.9451369;17.89084356
557605;land;NULL;NULL;282;9776;1790;16.90045798;591.6999417
557607;land;NULL;NULL;3638;9776;9771;216.9429372;46.09507058
557609;land;NULL;NULL;8628;9771;9772;514.9612193;19.41893802
557611;land;NULL;NULL;8284;9772;9773;494.9986609;20.20207485
557613;land;NULL;NULL;352;351;9857;21.38359461;467.6482221
557615;land;NULL;NULL;12164;9777;9779;730.9720995;13.68041271
557617;land;NULL;NULL;330;9779;9778;20.04841375;498.792579
557619;land;NULL;NULL;9133;9778;9780;547.0356582;18.28034398
557621;land;NULL;NULL;1660;9780;9781;101.4955085;98.52652738
557623;land;NULL;NULL;6467;9596;9779;392.0262383;25.50849668
557625;land;NULL;NULL;13923;9596;9791;833.4080509;11.99892416
557627;land;NULL;NULL;11290;9594;9778;680.4505588;14.69614489
557629;land;NULL;NULL;8917;9781;9784;532.5480753;18.77764743
557631;land;NULL;NULL;4844;9784;9785;289.9168832;34.49264455
557633;land;NULL;NULL;4713;9787;9788;281.7515281;35.49226536
557635;land;NULL;NULL;8776;9788;9789;525.1916766;19.04066733
557637;land;NULL;NULL;2433;351;9790;148.4868715;67.34602125
557639;land;NULL;NULL;20216;9790;9791;1213.447582;8.240982262
557641;land;NULL;NULL;2082;9791;9595;124.4969032;80.32328312
557643;land;NULL;NULL;10231;9857;9777;612.9484791;16.3145849
557645;land;NULL;NULL;11073;9857;9856;664.6644964;15.04518453
557647;land;NULL;NULL;7655;9856;9855;462.2704926;21.6323563
557649;land;NULL;NULL;5743;9855;9854;347.8780881;28.74570242
557651;land;NULL;NULL;5059;9859;7419;302.1800617;33.09285181
557653;land;NULL;NULL;7896;9859;9854;477.1483289;20.95784349
557655;land;NULL;NULL;4138;9858;5467;246.4901195;40.56957748
557657;land;NULL;NULL;9019;9858;9854;545.0480072;18.34700773
557659;land;1545;NULL;7212;9860;9863;430.2844506;23.2404401
557661;land;NULL;NULL;659;9863;1116;39.30251767;254.4366263
557663;land;NULL;NULL;5322;9870;6725;324.2648784;30.83898586
557665;land;NULL;NULL;2310;9871;5732;138.3129457;72.29981222
557667;land;NULL;NULL;9836;6725;9872;593.2536599;16.85619605
557669;land;NULL;NULL;5842;9872;9873;351.4021426;28.45742467
557671;land;NULL;NULL;435;9873;9605;26.80460207;373.0702651
557673;land;NULL;NULL;616;4240;4242;36.73731912;272.2027693
557675;land;NULL;NULL;83;11930;12084;4.991645121;2003.347545
557677;land;NULL;NULL;1258;9988;318;75.21092907;132.9594
557679;land;NULL;NULL;9118;8124;11932;542.3159358;18.43943602
557681;land;NULL;NULL;11162;9988;9603;674.2129639;14.83210875
557683;land;NULL;NULL;477;9201;4475;28.16457415;355.0559631
557685;land;NULL;NULL;6292;9040;657;378.9244173;26.39048724
557687;water;NULL;NULL;962;11925;9990;58.39755128;513.7201705
557689;water;NULL;NULL;31045;9990;8993;1864.877014;16.08685172
557691;water;NULL;NULL;43305;9185;11926;2604.010135;11.52069249
557693;land;NULL;NULL;216;9998;9041;13.20384663;757.3550554
557695;land;NULL;NULL;11454;8434;9196;686.5126236;14.56637454
557697;land;NULL;NULL;115;9187;5250;6.896618053;1449.986054
557699;water;NULL;NULL;937;9187;10002;56.08901446;534.8640957
557701;water;NULL;NULL;16299;8992;10002;974.7299847;30.77775432
557703;land;NULL;NULL;3807;822;676;227.8685279;43.88495458
557705;land;NULL;NULL;3049;1240;8870;182.5245383;54.78715407
557707;land;NULL;NULL;13016;4552;9197;778.1740545;12.8505955
557709;land;NULL;NULL;1316;9195;9573;78.62154768;127.1915944
557711;land;NULL;NULL;11005;10010;2201;659.5669511;15.16146311
557713;water;NULL;NULL;21923;8991;8992;1310.674503;22.8889781
557715;land;NULL;NULL;901;10012;544;55.43557683;180.3895724
557717;land;NULL;NULL;6581;10012;6987;393.8744183;25.38880297
557719;land;NULL;NULL;336;10017;2049;20.67537808;483.6670923
557721;land;NULL;NULL;1920;10083;610;115.0781631;86.89745932
557723;land;NULL;NULL;2590;4388;12820;155.9629148;64.11780654
557725;land;NULL;NULL;3084;2551;17160;182.5967059;54.76550055
557727;land;NULL;NULL;1283;10085;1894;77.11407268;129.6780166
557729;land;NULL;NULL;3169;10088;3329;191.4364532;52.23665521
557731;land;NULL;NULL;5901;10088;10089;357.3597872;27.98300301
557733;land;NULL;NULL;6742;10089;2960;411.4639078;24.3034682
557735;land;NULL;NULL;2415;2083;10089;142.312755;70.26777047
557737;land;NULL;NULL;8481;2083;10090;510.2516323;19.59817346
557739;land;NULL;NULL;5456;3163;2067;326.3633994;30.64069077
557741;land;NULL;NULL;1254;8480;1635;75.91960896;131.7182759
557743;land;NULL;NULL;819;8480;1524;48.74635229;205.1435549
557745;land;NULL;NULL;2304;2733;8972;138.0989274;72.41185857
557747;land;NULL;NULL;290;10091;2938;16.96335769;589.5059329
557749;land;NULL;NULL;3173;9420;10093;194.8823208;51.31301783
557751;land;NULL;NULL;12889;10092;563;782.1654182;12.78501934
557753;land;NULL;NULL;731;10092;10163;44.1673529;226.4115765
557755;land;NULL;NULL;3174;5078;10149;192.9417581;51.82911204
557757;land;NULL;NULL;12057;4571;5112;725.5772606;13.78212982
557759;land;NULL;NULL;409;10093;563;24.3761839;410.236485
557761;land;NULL;NULL;238;9354;8005;14.66145599;682.0604998
557763;land;NULL;NULL;4604;1592;5254;279.4095663;35.78975527
557765;land;NULL;NULL;677;10094;5727;39.93876564;250.3833016
557767;land;NULL;NULL;6468;6449;10094;390.5349855;25.60590055
557769;ferry;NULL;NULL;484;312;10095;30.60774767;980.1439923
557771;land;NULL;NULL;8078;10097;5187;493.157881;20.27748189
557773;land;NULL;NULL;444;10097;9454;26.98584781;370.5646037
557775;land;NULL;NULL;3269;10098;9537;196.1612249;50.97847449
557777;land;NULL;NULL;2102;10099;1432;125.8164158;79.48088442
557779;land;NULL;NULL;2652;10099;10100;157.7630442;63.38620082
557781;land;NULL;NULL;1079;1432;10100;63.78876329;156.7674224
557783;land;NULL;NULL;262;10101;8642;15.55845932;642.7371629
557785;land;NULL;NULL;17918;10105;241;1076.124493;9.292605144
557787;land;NULL;NULL;1506;10105;7753;90.617351;110.3541418
557789;land;NULL;NULL;1084;10120;9620;64.97393495;153.907871
557791;land;NULL;NULL;484;10118;11929;28.90555653;345.9542455
557793;land;NULL;NULL;1120;10119;1399;67.54741825;148.0441482
557795;land;NULL;NULL;2052;10119;10118;124.1873284;80.5235134
557797;land;NULL;NULL;788;10121;6607;46.94609287;213.0102718
557799;land;NULL;NULL;276;10126;2840;16.70049477;598.7846551
557801;land;NULL;NULL;9947;4274;9618;600.1414522;16.66273837
557803;land;NULL;NULL;3390;9618;8984;202.3424045;49.42117804
557805;land;NULL;NULL;2341;5361;5526;148.3541168;67.40628581
557807;land;NULL;NULL;3426;5383;3146;210.9965435;47.39414132
557809;land;NULL;NULL;3325;10149;10150;202.2178041;49.45162985
557811;land;NULL;NULL;5557;10150;9418;337.9568303;29.58957803
557813;land;NULL;NULL;7078;8155;10152;432.6050382;23.11577332
557815;land;NULL;NULL;3390;10152;8549;206.0471893;48.53257175
557817;land;NULL;NULL;1960;10093;10152;119.0873686;83.97196207
557819;land;NULL;NULL;1836;10153;8604;109.9161759;90.97841986
557821;land;NULL;NULL;6846;10153;10151;420.0292866;23.80786369
557823;land;NULL;NULL;2107;10151;10152;130.9559911;76.36153119
557825;land;NULL;NULL;1194;10154;10832;68.78700258;145.3763011
557827;land;NULL;NULL;6292;10154;10156;383.6012758;26.06873499
557829;land;NULL;NULL;355;10155;10156;22.02279443;454.0749827
557831;land;NULL;NULL;3394;10156;10157;206.7127207;48.37631649
557833;land;NULL;NULL;7534;10157;10158;460.0512699;21.73670774
557835;land;NULL;NULL;4437;10158;10159;271.4602852;36.83780113
557837;land;NULL;NULL;583;10159;1486;35.08441206;285.0268656
557839;land;NULL;NULL;7527;10159;10162;455.6656021;21.94591813
557841;land;NULL;NULL;6565;10105;10161;391.8999499;25.51671671
557843;land;NULL;NULL;2474;10161;701;153.4901163;65.15077479
557845;land;NULL;NULL;294;10162;3283;18.06327875;553.6093497
557847;land;NULL;NULL;12267;7753;10163;736.2886193;13.58163054
557849;land;NULL;NULL;10553;10163;5112;640.0259041;15.6243676
557851;land;NULL;NULL;6002;7989;10164;358.2415131;27.91412953
557853;land;NULL;NULL;10322;10164;10165;622.348761;16.06816085
557855;land;NULL;NULL;5217;10165;1563;323.2277839;30.93793448
557857;land;NULL;NULL;3962;765;7521;237.6963843;42.07047588
557859;land;NULL;NULL;335;10166;5628;19.82821897;504.3317311
557861;land;NULL;NULL;5841;11626;9535;351.2542904;28.46940314
557863;land;NULL;NULL;1854;9337;10167;110.3278798;90.63892119
557865;land;NULL;NULL;217;10167;4823;12.62063978;792.3528579
557867;land;NULL;NULL;2221;10168;423;138.1397364;72.3904668
557869;land;NULL;NULL;5713;10169;9531;343.7748159;29.08880912
557871;land;NULL;NULL;913;10169;8356;55.31757963;180.774359
557873;land;NULL;NULL;6853;2658;858;419.2856417;23.85008931
557875;land;NULL;NULL;8304;10170;7989;513.5309101;19.47302451
557877;land;NULL;NULL;8474;10170;858;515.7309159;19.38995645
557879;land;NULL;NULL;31187;10171;3169;1883.093647;5.310410355
557881;land;NULL;NULL;4603;10171;5593;280.2359518;35.68421516
557883;land;NULL;NULL;4123;10172;7521;248.1850143;40.29252141
557885;land;NULL;NULL;2117;10172;3169;125.9768237;79.37968039
557887;land;NULL;NULL;5749;10178;10177;353.4355943;28.29369809
557889;land;NULL;NULL;19552;10173;1563;1185.61395;8.434448666
557891;land;NULL;NULL;11792;10174;10173;713.0028367;14.02518964
557893;land;NULL;NULL;17773;10175;10174;1074.720866;9.304741643
557895;land;NULL;NULL;7667;10176;10175;464.1011706;21.54702602
557897;land;NULL;NULL;4459;10177;10176;266.0903234;37.58122382
557899;land;NULL;NULL;2368;10178;618;148.0674137;67.5368047
557901;land;NULL;NULL;7262;10179;11626;436.1966314;22.92544068
557903;land;NULL;NULL;752;8629;10179;45.08438344;221.8062938
557905;land;NULL;NULL;823;10182;6444;47.66242443;209.8088824
557907;land;NULL;NULL;580;10183;6896;34.06191564;293.5830182
557909;land;NULL;NULL;1168;10184;9621;69.88327378;143.0957575
557911;land;NULL;NULL;650;6300;7725;40.47897281;247.0418418
557913;land;NULL;NULL;1515;10187;7016;93.18208764;107.3167628
557915;land;NULL;NULL;169;10289;4660;9.947225177;1005.305482
557917;ferry;NULL;NULL;344;10290;11831;21.26338394;1410.87609
557919;land;NULL;NULL;384;9422;10292;23.49687075;425.5885861
557921;land;NULL;NULL;4085;10294;7428;246.5624513;40.55767595
557923;land;NULL;NULL;6254;10294;9422;376.6391576;26.55061164
557925;land;NULL;NULL;7085;10292;10293;428.2952009;23.3483821
557927;land;NULL;NULL;455;10295;1434;26.22525359;381.3118514
557929;land;NULL;NULL;3063;10295;10293;190.659561;52.44950711
557931;land;NULL;NULL;900;1329;10296;53.21933319;187.9016403
557933;land;NULL;NULL;2599;8130;10297;157.4774616;63.50115057
557935;land;NULL;NULL;1358;10297;10296;81.53187377;122.6514189
557937;land;NULL;NULL;260;7997;10298;15.35563371;651.226787
557939;land;NULL;NULL;2378;10298;4852;143.7683233;69.55635128
557941;land;NULL;NULL;6460;4852;4700;394.6011599;25.34204411
557943;land;NULL;NULL;2138;4700;1490;129.8163469;77.03190114
557945;land;NULL;NULL;2161;8130;5579;129.1282618;77.44238061
557947;land;NULL;NULL;5177;10299;10296;314.1830867;31.82857519
557949;land;NULL;NULL;2574;10299;13360;162.2502202;61.63319832
557951;water;1459;1507;2593;9003;8962;156.4314431;191.7773013
557953;water;1459;1507;5807;8962;8960;351.7362127;85.29118959
557955;water;1459;1507;3911;8960;8963;236.3056089;126.9542443
557957;land;NULL;NULL;5409;8496;2833;325.6710746;30.705828
557959;water;NULL;NULL;12597;11653;9450;756.6499014;39.64845557
557961;water;1459;1507;18022;8963;8965;1082.541201;27.71257109
557963;water;1459;1507;48945;8965;8966;2933.631702;10.22623255
557965;water;1459;1507;14000;8966;8967;838.5850128;35.77454825
557967;land;NULL;NULL;2896;10305;5609;173.7707823;57.5470736
557969;land;NULL;NULL;503;10305;1788;30.04407024;332.8443823
557971;land;NULL;NULL;654;10306;7135;39.77292175;251.4273421
557973;land;NULL;NULL;349;10307;188;20.83085434;480.0571228
557975;land;NULL;NULL;3512;7972;617;212.397845;47.08145697
557977;land;NULL;NULL;847;10308;6705;54.46888258;183.591062
557979;land;NULL;NULL;1500;10308;9566;93.41241062;107.0521565
557981;land;NULL;NULL;3280;14711;1079;203.1029692;49.23610935
557983;land;NULL;NULL;2864;14711;10309;175.0181805;57.13692127
557985;land;NULL;NULL;1695;10309;1079;105.9700042;94.36632638
557987;land;NULL;NULL;451;10309;6864;27.07212046;369.3836992
557989;land;NULL;NULL;4706;11672;3213;286.5175837;34.90187188
557991;land;NULL;NULL;4543;10312;9377;271.8333667;36.78724257
557993;land;NULL;NULL;852;9606;17139;52.30554421;191.1843219
557995;land;NULL;NULL;1368;9097;5553;84.67518724;118.0983512
557997;land;NULL;NULL;3866;9240;9097;236.1228895;42.35082851
557999;land;NULL;NULL;6752;10413;7550;400.0463526;24.9971033
558001;land;NULL;NULL;2840;10414;2945;165.5480309;60.40543003
558003;land;NULL;NULL;407;9011;6965;25.21979677;396.513901
558005;water;1575;1610;11923;9011;9009;717.8211579;41.79313979
558007;water;1575;1610;3459;9009;9010;206.2882795;145.4275544
558009;water;1575;1610;1729;9010;10415;103.2436721;290.5747091
558011;water;1575;1618;4030;10415;9005;242.2038836;123.8625886
558013;water;1575;1618;2828;9008;10415;167.8758165;178.703524
558015;water;1575;1618;2627;9006;9008;160.1822421;187.2866781
558017;water;1575;1618;9849;11672;9006;593.775176;50.52417348
558019;water;1577;1618;19009;5616;11672;1124.891829;26.66923097
558021;land;NULL;NULL;1551;2834;9282;101.5117077;98.51080454
558023;land;NULL;NULL;2205;8012;10466;137.0624697;72.95943245
558025;land;NULL;NULL;570;9314;2337;38.55663838;259.3587102
558027;land;NULL;NULL;1048;9007;10471;70.70469412;141.4333252
558029;land;NULL;NULL;11968;9282;7759;741.2624914;13.49049779
558031;land;NULL;NULL;5790;10420;11412;349.1448132;28.64141073
558033;land;NULL;NULL;1664;10420;940;97.92996336;102.1137929
558035;land;NULL;NULL;2959;10423;5497;174.0406302;57.45784755
558037;land;NULL;NULL;4590;10421;8151;273.422546;36.57342873
558039;land;NULL;NULL;483;8151;11411;29.95908835;333.788528
558041;land;NULL;NULL;290;10425;10426;17.7452886;563.5298601
558043;land;NULL;NULL;1126;10426;414;69.27026831;144.3620798
558045;land;NULL;NULL;2329;10426;10427;143.4072097;69.73150111
558047;land;1450;NULL;1338;10427;10428;82.43744168;121.304104
558049;land;1450;NULL;1326;10428;10424;82.76230981;120.8279472
558051;land;NULL;NULL;1915;10427;10429;118.1218104;84.6583706
558053;land;1450;NULL;1581;10429;10428;94.10403447;106.2653696
558055;land;NULL;NULL;2884;10429;10423;172.01516;58.13441093
558057;land;NULL;NULL;1789;450;5725;107.4265485;93.08685928
558059;land;NULL;NULL;995;10430;1618;57.66845011;173.4050418
558061;land;NULL;NULL;3365;10430;319;197.3366532;50.67482314
558063;land;NULL;NULL;6434;1618;3009;391.5765425;25.53779125
558065;land;NULL;NULL;2225;7354;10946;131.2543033;76.18797821
558067;land;NULL;NULL;462;9303;7060;29.81075254;335.4494318
558069;land;NULL;NULL;3980;10431;6883;236.5610713;42.27238212
558071;land;NULL;NULL;1098;10431;8550;70.59188322;141.6593459
558073;land;NULL;NULL;434;10432;757;27.11918665;368.7426223
558075;land;NULL;NULL;3406;10432;3915;211.8865746;47.19506188
558077;land;NULL;NULL;4869;3915;2550;294.2816353;33.98105352
558079;land;NULL;NULL;537;2550;3746;33.32455764;300.079002
558081;water;NULL;1511;2106;9708;10433;125.9511094;238.1876599
558083;land;NULL;1511;3555;9338;10435;211.9695625;47.1765846
558085;ferry;NULL;1511;1161;10435;10433;69.5297386;431.470053
558087;land;NULL;NULL;3661;10440;9358;219.6725821;45.52229461
558089;land;NULL;NULL;4029;10440;8507;229.8055876;43.51504289
558091;land;NULL;NULL;4047;8507;9132;244.272529;40.93788214
558093;land;NULL;NULL;6447;4245;8631;404.5656261;24.71786863
558095;land;NULL;NULL;2010;10442;9147;119.8975796;83.40451934
558097;land;NULL;NULL;1791;10442;10441;105.6223215;94.67695707
558099;land;NULL;NULL;12726;10441;10443;778.077588;12.85218872
558101;land;NULL;NULL;1749;1725;10442;104.0320875;96.12418858
558103;land;NULL;NULL;1755;10443;4245;120.7713657;82.80108402
558105;land;NULL;NULL;534;10444;4638;31.32509219;319.2328993
558107;land;NULL;NULL;1258;10445;10444;76.72712344;130.3320071
558109;land;NULL;NULL;1671;10446;2766;100.4322363;99.56962398
558111;land;NULL;NULL;268;7837;10446;15.87126588;630.0694649
558113;land;NULL;NULL;11150;1378;3170;688.0900321;14.53298193
558115;land;NULL;NULL;1468;4717;8085;92.70822673;107.8652926
558117;land;NULL;NULL;2517;10447;8976;160.2786481;62.39134233
558119;land;NULL;NULL;1672;10447;50;99.30996857;100.694826
558121;land;NULL;NULL;505;669;10448;31.06193788;321.9374154
558123;land;NULL;NULL;364;10453;3087;21.61577695;462.625055
558125;land;NULL;NULL;356;45;10454;20.95856482;477.1319069
558127;land;NULL;NULL;3763;10456;9;222.1528463;45.014053
558129;land;NULL;NULL;197;10;10456;12.87092042;776.9452125
558131;land;NULL;NULL;1044;10457;39;60.54812648;165.1578766
558133;land;NULL;NULL;756;10457;30;45.87204562;217.9976904
558135;land;NULL;NULL;3579;3593;4456;220.1490885;45.4237629
558137;land;NULL;NULL;447;10458;3593;26.86286845;372.2610643
558139;land;NULL;NULL;352;10458;10459;20.18980598;495.2994599
558141;land;NULL;NULL;2865;53;52;171.2120506;58.40710372
558143;land;NULL;NULL;1388;10465;9007;88.40889253;113.1107937
558145;land;NULL;NULL;4481;10465;10466;264.1711235;37.85425094
558147;land;NULL;NULL;4847;10466;10469;313.8172457;31.86568022
558149;land;NULL;NULL;8558;10466;10468;529.8957092;18.871638
558151;land;NULL;NULL;4356;10468;10467;254.2444923;39.3322188
558153;land;NULL;NULL;13200;10471;7759;831.1903068;12.03093915
558155;land;NULL;NULL;3579;10471;10470;221.6752502;45.11103513
558157;land;NULL;NULL;936;10470;2337;60.83924216;164.3675964
558159;land;NULL;NULL;5453;10471;10469;332.732649;30.05415919
558161;land;NULL;NULL;691;10469;2834;46.92979836;213.0842311
558163;land;NULL;NULL;10642;10469;10449;649.4776316;15.39698908
558165;land;NULL;NULL;7577;4213;767;449.0468215;22.26939268
558167;land;NULL;NULL;2366;10568;9114;140.9075534;70.9685163
558169;land;NULL;NULL;1665;9161;9114;96.55767068;103.5650501
558171;land;NULL;NULL;5499;9161;5595;335.5357866;29.80308032
558173;land;NULL;NULL;406;9161;5141;26.82053013;372.8487077
558175;land;NULL;NULL;4607;2793;10577;268.8244397;37.19899876
558177;land;NULL;NULL;3566;3056;2793;230.2603702;43.42909721
558179;land;NULL;NULL;274;10570;3286;16.88057798;592.3967777
558181;land;NULL;NULL;1152;10570;2215;66.86798913;149.5483883
558183;land;NULL;NULL;1224;9166;2215;74.38700135;134.4320892
558185;land;NULL;NULL;6918;10577;5141;420.0519287;23.80658037
558187;land;NULL;NULL;2909;10578;9415;178.5832191;55.99630274
558189;land;NULL;NULL;7220;10580;703;446.1874238;22.41210636
558191;land;NULL;NULL;2580;8309;1554;153.8837656;64.98411294
558193;land;NULL;NULL;3795;2177;1554;226.9930583;44.05421061
558195;land;NULL;NULL;839;9307;12837;49.94836628;200.2067484
558197;land;NULL;NULL;4056;5713;1455;243.8505692;41.00872118
558199;land;NULL;NULL;999;10826;1154;60.4675839;165.3778662
558201;land;NULL;NULL;2136;10826;11972;134.2454234;74.49043509
558203;land;NULL;NULL;5221;11796;10831;318.9278517;31.35505396
558205;land;NULL;NULL;2353;10827;10829;141.9083021;70.46804066
558207;land;NULL;NULL;8757;10828;10830;535.1769395;18.68540899
558209;land;NULL;NULL;4165;10158;10830;252.695239;39.57336133
558211;land;NULL;NULL;11513;10833;6374;695.9333797;14.36919149
558213;land;NULL;NULL;4152;10833;10832;248.6496071;40.21723629
558215;land;NULL;NULL;2630;10832;4645;156.1961256;64.02207455
558217;land;NULL;NULL;17479;10832;10831;1058.957587;9.443248835
558219;land;NULL;NULL;3906;10831;10827;236.3172993;42.315988
558221;land;NULL;NULL;2772;1048;210;166.6098722;60.02045299
558223;water;NULL;NULL;45263;10002;10953;2709.174951;11.07348198
558225;land;NULL;NULL;10526;8649;8968;634.8646626;15.75138859
558227;land;NULL;NULL;12118;8968;4460;729.7815622;13.7027304
558229;land;NULL;NULL;736;2032;9106;44.37129807;225.370914
558231;land;NULL;NULL;233;4460;9219;13.76241116;726.6168614
558233;land;NULL;NULL;27039;8649;11224;1629.238601;6.137836407
558235;land;NULL;NULL;6746;9613;10894;426.3492772;23.4549477
558237;land;NULL;NULL;13207;10894;4280;779.6357331;12.82650291
558239;land;NULL;NULL;12989;10894;10895;780.358884;12.81461672
558241;land;NULL;NULL;329;4280;10900;19.70917691;507.3778598
558243;land;NULL;NULL;65;10899;10900;4.040477366;2474.955084
558245;water;NULL;NULL;111;10899;10898;6.526974684;4596.310152
558247;ferry;NULL;NULL;111;10899;10898;6.526974684;4596.310152
558249;land;NULL;NULL;1067;10895;2053;63.76881532;156.8164619
558251;land;NULL;NULL;1193;778;10896;80.71505693;123.8926215
558253;land;NULL;NULL;328;9613;10908;20.23084811;494.2946507
558255;land;NULL;NULL;399;9616;10905;22.98819753;435.0058323
558257;land;NULL;NULL;2231;10904;48;131.6052623;75.98480352
558259;land;NULL;NULL;4226;8;10906;263.2634364;37.98476589
558261;land;NULL;NULL;3085;10906;10905;198.1630954;50.46348303
558263;land;NULL;NULL;3172;10906;49;192.3852954;51.97902459
558265;land;NULL;NULL;4646;10905;10904;276.2123998;36.20402273
558267;land;NULL;NULL;496;10907;10455;32.18391688;310.7142005
558269;land;NULL;NULL;17658;10907;10908;1079.986477;9.259375199
558271;land;NULL;NULL;2574;10910;7400;158.935537;62.91859072
558273;land;NULL;NULL;6225;10910;10909;388.4500387;25.74333634
558275;land;NULL;NULL;452;10909;47;26.8267608;372.7621114
558277;land;NULL;NULL;879;10916;1;60.45929861;165.4005294
558279;land;NULL;NULL;14229;10908;9616;874.3142087;11.43753573
558281;land;NULL;NULL;4264;9613;10926;269.9206871;37.04791992
558283;land;NULL;NULL;2649;8917;10926;183.1593051;54.59728074
558285;land;NULL;NULL;3289;10926;10925;189.0487943;52.8963966
558287;land;NULL;NULL;368;10925;10924;20.29518552;492.7276959
558289;land;NULL;NULL;6976;10924;10923;436.822016;22.89261904
558291;land;NULL;NULL;407;10923;10930;24.39181187;409.9736441
558293;land;NULL;NULL;3027;10928;10933;177.2662422;56.41232012
558295;land;NULL;NULL;90;10932;2999;5.806979372;1722.065701
558297;land;NULL;NULL;2436;10932;10931;148.1975933;67.47747909
558299;land;NULL;NULL;1852;10931;10928;112.7960903;88.65555509
558301;land;NULL;NULL;662;10930;10931;43.77593674;228.4360026
558303;land;NULL;NULL;4400;10930;10933;264.3963571;37.82200371
558305;land;NULL;NULL;1087;10933;1369;65.88892585;151.7705725
558307;land;NULL;NULL;3747;10945;10946;214.2410438;46.67639694
558309;land;NULL;NULL;443;10946;2209;26.53704922;376.8316483
558311;land;1538;NULL;2397;10947;10948;149.8513381;66.73280418
558313;land;1529;NULL;6044;10948;11589;348.8691768;28.66403989
558315;land;1529;NULL;7682;10948;10949;464.6027366;21.52376474
558317;land;1521;NULL;12567;10424;10950;775.0377809;12.90259681
558319;land;1580;NULL;8928;10951;1234;540.8358521;18.48989848
558321;land;NULL;NULL;3566;10988;10987;218.164761;45.8369168
558323;land;NULL;NULL;1197;10988;2769;70.3362804;142.1741375
558325;land;NULL;NULL;6547;10989;10990;421.3807832;23.73150461
558327;land;NULL;NULL;2143;10990;27;130.5662;76.58950018
558329;land;NULL;NULL;317;11011;3739;19.66956019;508.3997763
558331;land;NULL;NULL;1565;11011;11009;94.02108224;106.3591246
558333;land;NULL;NULL;4834;11009;11010;295.6634248;33.82224232
558335;land;NULL;NULL;11216;11010;11012;684.9706983;14.59916464
558337;land;NULL;NULL;666;11012;9539;39.17390131;255.2719966
558339;land;NULL;NULL;433;11020;11049;26.23576774;381.1590382
558341;land;NULL;NULL;3090;11027;11028;184.1420285;54.30590767
558343;land;NULL;NULL;16302;11713;11026;972.3962273;10.28387371
558345;land;NULL;NULL;4507;11027;11043;271.4568605;36.83826588
558347;land;NULL;NULL;13087;11029;13386;789.1285222;12.67220702
558349;land;NULL;NULL;3909;11030;9388;235.1247057;42.53062209
558351;land;NULL;NULL;854;11031;9387;51.32780112;194.8261913
558353;land;NULL;NULL;4818;13386;11030;288.4408076;34.66915824
558355;land;NULL;NULL;6075;13386;11031;367.5197562;27.20942162
558357;land;NULL;NULL;16561;11033;11036;997.10416;10.0290425
558359;land;NULL;NULL;9783;11036;2740;589.4268635;16.96563326
558361;land;NULL;NULL;3348;11044;13365;200.7756983;49.80682467
558363;land;NULL;NULL;14698;11045;11046;884.0924336;11.31103448
558365;land;NULL;NULL;389;11045;11051;23.28250752;429.5070018
558367;land;NULL;NULL;25868;11047;11049;1548.14884;6.459327256
558369;land;NULL;NULL;6344;11049;11044;378.1791912;26.44249137
558371;land;NULL;NULL;9587;11020;11050;571.6616072;17.49286619
558373;land;NULL;NULL;6928;11050;11048;413.3090804;24.19496806
558375;land;NULL;NULL;15914;11048;11053;962.6742439;10.38772987
558377;land;NULL;NULL;21125;11051;11047;1271.041427;7.867564177
558379;land;NULL;NULL;18938;11053;11051;1139.561556;8.775304809
558381;land;NULL;NULL;8852;11054;11055;534.931429;18.6939848
558383;land;NULL;NULL;5790;11055;11058;348.2204038;28.71744415
558385;land;NULL;NULL;2995;11058;11057;179.2930772;55.77460187
558387;land;NULL;NULL;1631;11056;11058;97.29962804;102.7753158
558389;land;NULL;NULL;6309;11054;11056;384.0251427;26.03996168
558391;land;NULL;NULL;24046;11057;11046;1446.847781;6.911577104
